page_id,title,ns,section_count,image_count
2322,Obwakabaka bwa Swiiden,0,0,0
2323,Category:Swiiden,14,0,0
2324,Federal Republik kya Girimane,0,0,0
2325,Category:Denimaaka,14,0,0
2327,Obwakabaka bwa Denimaaka,0,0,0
2328,Category:Eezia,14,0,0
2329,Category:Rwasha,14,0,0
2330,Finlandi,0,0,0
2332,Category:Finilandi,14,0,0
2333,Bupoolo,0,0,0
2334,Category:Bupoolo,14,0,0
2335,Budaaki,0,0,0
2336,Template:Image label begin,10,0,1
2337,Template:Image label end,10,0,0
2338,Template:Image label small,10,0,0
2339,Template:Image label,10,0,0
2340,Template:Bulaaya,10,0,0
2341,Bulaaya,0,0,0
2342,Swideni,0,0,0
2343,Buyonaani,0,0,0
2344,Template:Col-end,10,0,0
2345,Template:Col-break,10,0,0
2346,Template:Col-begin,10,0,0
2347,Template:See also,10,0,0
2348,Wikipedia:Vital articles,4,65,0
2349,Wikipedia:Vital 100,4,10,0
2350,User:Jatayou,2,0,0
2351,User:TXiKi,2,0,0
2352,User:Thymelikos,2,0,0
2353,User:HerculeBot,2,0,0
2354,User:とある白い猫,2,0,0
2355,User talk:とある白い猫,3,0,0
2356,User talk:タチコマ robot,3,0,0
2357,User:タチコマ robot,2,0,0
2358,User:タチコマ robot/Editcounter,2,0,0
2359,Wikipedia:Embuga,4,1,0
2360,User:Valentim,2,0,0
2361,Nepal,0,0,0
2362,User:Spl908455,2,0,0
2363,User:Mike.lifeguard/monobook.js,2,0,0
2364,User:Fievarsty,2,0,0
2365,User:Edward the Confessor,2,0,1
2366,User:Adolfobs93,2,0,0
2367,User:Ptbotgourou,2,1,1
2368,User:Nikkis,2,2,4
2369,User:Dmitri Lytov,2,0,1
2370,User:Jredmond,2,0,0
2371,"User:Fiendian Reptiloid, Demon",2,0,1
2372,User:DragonBot,2,0,0
2375,User:Shanel/monobook.js,2,0,0
2378,User:Thogo,2,0,0
2379,User:WikimediaNotifier,2,0,0
2380,User talk:WikimediaNotifier,3,0,0
2381,User:Spacebirdy/monobook.js,2,0,0
2382,User:Spacebirdy/monobook.css,2,0,0
2383,User:WikimediaNotifier/frame.css,2,1,0
2384,User:WikimediaNotifier/template,2,1,0
2385,User:WikimediaNotifier/self.js,2,0,0
2386,User:WikimediaNotifier/config.js,2,0,0
2387,User:WikimediaNotifier/notifications,2,0,0
2388,User:SterkeBak,2,0,4
2390,User:Kwj2772/monobook.js,2,0,0
2393,User talk:Ahonc,3,0,0
2396,User:Dovi,2,2,0
2397,User:MF-Warburg/monobook.js,2,0,0
2398,User:WikimediaNotifier/google,2,0,0
2399,User:WikimediaNotifier/babelfish,2,0,0
2400,User:WikimediaNotifier/translate,2,0,0
2401,User:Horst,2,0,1
2402,User:WikimediaNotifier/translation,2,0,0
2404,User:Melancholie/mmA frame,2,0,0
2405,User:Melancholie/mmA,2,0,0
2406,User:Cometstyles/monobook.js,2,0,0
2407,User:Lar,2,0,0
2408,User:Erwin/monobook.js,2,0,0
2409,User:Bubo bubo,2,0,1
2410,User:Emijrp,2,0,0
2411,User talk:Emijrp,3,0,0
2412,User:Muro Bot,2,0,0
2413,User:Muro de Aguas,2,0,0
2414,User:Julian Mendez,2,0,0
2415,User talk:Julian Mendez,3,0,0
2416,User:Synthebot,2,0,0
2417,User talk:Synthebot,3,0,0
2418,User:Ainali,2,0,0
2420,User:Jeneme~lgwiki,2,0,0
2421,User:Hugo.arg,2,0,1
2422,User:Kallerna,2,0,0
2423,User:Sebleouf,2,0,1
2424,User:Eivindgh,2,0,0
2425,User:Bennylin,2,0,0
2426,User:ArthurBot,2,0,1
2427,User:Úlfur-R,2,0,1
2428,Template:User de,10,0,0
2430,User:Huhu,2,0,1
2431,User:Mardetanha,2,0,1
2432,User:JøMa,2,0,0
2433,User:Aotake,2,0,0
2434,User talk:Aotake,3,0,0
2436,User:Charitwo/monobook.css,2,0,0
2438,User:Mardetanha/monobook.js,2,0,0
2439,User:Darkicebot,2,0,0
2440,User:らぼるぺ,2,0,0
2442,User:Kylu/monobook.js,2,0,0
2443,User:Kylu/monobook.css,2,0,0
2444,User:Romanskolduns,2,0,0
2446,Wikipedia:Bot policy,4,0,0
2447,Talk:Omuko Ogusooka,1,0,0
2448,Wikipedia:Ebibindabinda,4,0,0
2449,User:SilvonenBot,2,0,0
2450,User talk:SilvonenBot,3,0,1
2451,User:Djsasso,2,0,2
2452,User:SassoBot,2,0,0
2457,User:WikimediaNotifier/updated,2,0,0
2458,User talk:Rubin16,3,0,0
2459,User talk:Rubinbot,3,0,0
2460,User:Rubinbot,2,0,0
2463,User talk:Wutsje,3,0,0
2464,User:Xqbot,2,0,0
2466,User:Kanonkas/monobook.js,2,0,0
2467,User:Idioma-bot,2,0,0
2468,User:Chobot,2,0,0
2469,User:Druffeler,2,0,1
2470,User:Luckas-bot,2,0,0
2471,User:Muro de Aguas/monobook.js,2,0,0
2473,User:Finnrind/monobook.js,2,0,0
2474,User:Ivocamp96/monobook.css,2,0,0
2476,User:Techman224,2,0,0
2477,User:Str4nd/monobook.js,2,0,0
2478,User:Kuvaly/monobook.js,2,0,0
2479,User:Juliancolton/monobook.js,2,0,0
2480,User:Almabot,2,0,0
2481,User talk:Almabot,3,0,0
2482,User:Apalsola,2,0,0
2485,User:Mercy,2,0,0
2486,User:Mdavid89,2,0,0
2487,User:Cekli829,2,1,0
2488,User:Pietro,2,0,0
2489,Template:Softredirect,10,0,1
2490,User:Gaudio,2,0,0
2491,User:Bearas,2,0,0
2492,Lithueenia,0,0,0
2493,Category:Lithueenia,14,0,0
2494,Category:Yitale,14,0,0
2495,Vilnius,0,0,1
2496,Jonava,0,1,3
2497,Kaunas,0,1,4
2498,Klaipėda,0,1,4
2500,Category:User lt,14,0,0
2501,User:RoggBot,2,0,0
2502,User:D'ohBot,2,0,0
2503,User:Dnikitin,2,0,1
2504,User:Bff,2,0,0
2505,User:Louperibot,2,0,0
2506,User:Nagy,2,0,0
2507,User:Sisyph,2,0,0
2508,User:DSisyphBot,2,0,0
2509,User:Amon-Ra999,2,0,0
2511,User:Beany/monobook.js,2,0,0
2512,User:Kved/monobook.js,2,0,0
2514,User:Anonymous Dissident,2,0,0
2515,User:Knopfkind,2,0,2
2516,User:FoxBot,2,0,0
2517,Gatonnya,0,0,0
2518,User:Patrol110,2,0,0
2519,Pigazzano,0,0,1
2520,User:Jamesofur,2,0,1
2523,User:Uusijani,2,0,0
2524,User:Masti,2,0,0
2525,User:Arseny1992,2,0,1
2526,User:Jfblanc,2,0,0
2529,User:NuclearWarfare,2,0,0
2530,User:Juliancolton,2,0,0
2532,User talk:Meno25,3,0,0
2533,User:Barras,2,0,0
2534,User:Mercy/monobook.js,2,0,0
2535,User:Luckas Blade,2,0,0
2536,User:Vinhtantran/monobook.js,2,0,0
2538,User:Pmlineditor/monobook.js,2,0,0
2539,User:Prince Kassad,2,0,0
2541,User:Kuvaly,2,0,0
2542,User:The Evil IP address/monobook.js,2,0,0
2543,User:The Evil IP address/monobook.css,2,0,0
2544,Kurów,0,0,1
2545,User:Gz260/monobook.css,2,0,0
2548,Nowy Dwór Królewski,0,0,0
2551,User:Egmontaz/monobook.js,2,0,0
2553,User:Egmontbot,2,0,0
2554,User talk:Sj,3,0,0
2555,User:Vhorvat,2,0,0
2558,User:VasilievVV,2,0,0
2559,Pichilemu,0,0,1
2560,User:BRUTE,2,0,0
2561,User:BOTijo,2,0,0
2562,User:BOTijo/info,2,0,1
2563,User talk:BOTijo,3,0,0
2564,User:Emijrp/List of Wikipedians by number of edits,2,0,0
2565,User:Emijrp/List of Wikipedians by number of edits (bots included),2,0,0
2566,User:Romaine/monobook.js,2,0,0
2567,User:Romaine/vector.js,2,0,0
2568,User:Romaine/vector.css,2,0,0
2570,User:Jotterbot,2,0,0
2571,User:Jyothis,2,0,0
2572,User:JAn Dudík,2,0,0
2574,User talk:HVL,3,0,3
2575,MediaWiki talk:Linksearch,9,0,0
2576,MediaWiki:Linksearch-line,8,0,0
2579,User:Muddyb,2,0,0
2581,Template:User en-2,10,0,0
2583,Fernando Alonso,0,2,1
2584,User talk:Muddyb,3,0,0
2585,MediaWiki:Abusefilter-edit-action-block,8,0,0
2586,MediaWiki:Action-createaccount,8,0,0
2587,MediaWiki:Action-createpage,8,0,0
2588,MediaWiki:Action-createtalk,8,0,0
2589,MediaWiki:Action-delete,8,0,0
2590,MediaWiki:Action-deleterevision,8,0,0
2591,MediaWiki:Action-import,8,0,0
2594,MediaWiki:Allpages-bad-ns,8,0,0
2598,User:CarsracBot,2,0,0
2599,User:Carsrac,2,0,0
2600,User:JhsBot,2,0,2
2602,User:Tiptoety,2,0,0
2603,Category:Ebimera,14,0,0
2604,User:OffsBlink,2,0,0
2605,User:J Hazard,2,0,0
2606,User:Vinhtantran/vector.js,2,0,0
2611,User:Kuvaly/vector.js,2,0,0
2616,User:Mike.lifeguard/vector.js,2,0,0
2619,User:Matasg,2,0,0
2629,User:Wikitanvir,2,0,0
2631,User:Sahimrobot,2,0,0
2632,User:KamikazeBot,2,0,0
2634,Category:User en,14,0,0
2635,Category:User en-2,14,0,0
2636,Ntaulira,0,0,1
2637,Mellivora capensis,0,0,0
2638,Mbwa,0,0,2
2639,Canis lupus familiaris,0,0,0
2641,Category:User tr,14,0,0
2643,Enkima,0,0,1
2644,Chlorocebus aethiops,0,0,0
2645,Cercopithecus aethiops,0,0,0
2646,Kikajjo,0,0,2
2647,Saccharum,0,0,0
2648,Category:Byabulimi,14,0,0
2649,Caayi,0,0,1
2650,Camellia sinensis,0,0,0
2651,Ntulege,0,0,2
2652,Mbogo,0,0,3
2653,Syncerus caffer,0,0,0
2654,Equus quagga,0,0,0
2655,User:බිඟුවා,2,0,0
2656,User:Leinad,2,0,0
2657,Coronel Fabriciano,0,2,3
2658,User:CSRedRat,2,0,0
2659,User:Memo18,2,0,0
2660,User:Memo18/vector.css,2,0,0
2663,User:Manuelt15,2,0,1
2664,User:WinContro,2,0,1
2665,User:Manuelt15/vector.js,2,0,0
2666,User:Manuelt15/monobook.js,2,0,0
2667,User:Juhko/monobook.js,2,0,0
2668,User:Juhko/vector.js,2,0,0
2669,User talk:Wikitanvir,3,0,0
2671,User:Shanel/vector.js,2,0,0
2672,User:Shanel/vector.css,2,0,0
2673,User:Pilif12p,2,0,1
2674,User:Jonathunder,2,0,0
2675,User:Quentinv57,2,0,0
2676,User talk:Quentinv57,3,0,0
2677,User:*SM*,2,0,0
2678,User talk:*SM*,3,0,0
2679,User:MrStamper,2,0,0
2680,User:Edgar Meyer,2,0,0
2683,User:Adambro,2,0,0
2684,User talk:FoxBot,3,0,0
2685,User talk:Foxie001,3,0,0
2686,User:Foxie001,2,0,0
2687,User talk:Amit6,3,0,0
2688,User:Amit6,2,0,0
2689,User:Jalexander-WMF,2,0,1
2692,User:Kpeterzell,2,0,0
2695,User:RedBot,2,0,0
2702,MediaWiki:Recreate-moveddeleted-warn,8,0,0
2703,MediaWiki:Prefswitch-link-anon,8,0,0
2704,MediaWiki:Prefswitch-link-on,8,0,0
2705,MediaWiki:Category-subcat-count-limited,8,0,0
2706,MediaWiki:Categorytree-member-counts,8,0,0
2707,MediaWiki:Centralnotice-message,8,0,0
2708,MediaWiki talk:Nstab-mediawiki,9,0,0
2709,MediaWiki:Problemchanges-category,8,0,0
2710,MediaWiki:Oldreviewed-category,8,0,0
2711,MediaWiki:Hidden-category-category,8,0,0
2712,MediaWiki:Action-move,8,0,0
2713,MediaWiki:Action-protect,8,0,0
2714,MediaWiki:Configure-section-namespaces,8,0,0
2715,MediaWiki talk:Coll-help,9,0,0
2716,User:Kwj2772/vector.js,2,0,0
2717,Talk:Olupapula Olusooka,1,0,0
2718,User:Kgsbot,2,0,0
2719,User:Dgultekin,2,0,2
2721,User:Klyman,2,0,0
2723,Template:Flagicon,10,0,0
2724,Template:Country,10,0,0
2725,Template:Country flagicon,10,0,1
2726,Template:UGA,10,0,0
2727,Template:Country alias UGA,10,0,0
2728,Template:Country flag alias UGA,10,0,0
2729,Template:Documentation,10,0,1
2730,Template:Documentation/docname,10,0,0
2731,Template:UGA/doc,10,0,0
2732,Template:Purge,10,0,0
2733,Template:POL,10,0,0
2734,Template:POL/doc,10,0,0
2735,Template:Country alias POL,10,0,0
2736,Template:Country alias POL/doc,10,0,1
2737,Template:Country flag alias POL,10,0,0
2738,Template:Country flag alias POL/doc,10,0,0
2739,Template:FRA,10,0,0
2740,Template:FRA/doc,10,0,0
2741,Template:Country alias FRA,10,0,0
2742,Template:Country alias FRA/doc,10,0,0
2743,Template:Country flag alias FRA,10,0,0
2744,Template:Country flag alias FRA/doc,10,0,1
2745,Template:LTU,10,0,0
2746,Template:LTU/doc,10,0,0
2747,Template:Country alias LTU,10,0,0
2748,Template:Country alias LTU/doc,10,0,0
2749,Template:Country flag alias LTU,10,0,0
2750,Template:Country flag alias LTU/doc,10,0,1
2751,User:ZéroBot,2,0,1
2752,Omuko Ogusooka,0,0,0
2753,Template:Olulimi+pl,10,0,0
2754,Template:Olulimi-pl,10,0,0
2755,Template:Olulimi*pl,10,0,0
2756,Template:Lang-pl,10,0,0
2757,Template:Lang-pl/doc,10,0,0
2758,Template:Lang,10,0,0
2759,Template:Lang/doc,10,0,0
2760,User:Theo (WMF),2,0,1
2761,User:Edwod2001,2,0,1
2762,User:Schapman,2,0,0
2763,User:ChuispastonBot,2,0,0
2768,User:Frozen Wind,2,0,0
2770,User:EdoDodo/vector.js,2,0,0
2771,User:Kanjy,2,0,0
2772,User:TjBot,2,0,0
2773,User talk:TjBot,3,0,0
2774,User:Tjmoel,2,0,0
2775,User talk:Tjmoel,3,0,1
2778,0,0,0,0
2779,Category:Ennamba,14,0,0
2780,Category:Okubala,14,0,0
2781,Category:Okumanya,14,0,0
2782,Ennamba,0,1,0
2783,1,0,0,0
2784,2,0,0,0
2785,3,0,0,0
2786,4,0,0,0
2787,5,0,0,0
2788,6,0,0,0
2789,7,0,0,0
2790,8,0,0,0
2791,9,0,0,0
2792,10,0,0,0
2793,20 (ennamba),0,0,0
2794,30 (ennamba),0,0,0
2795,40 (ennamba),0,0,0
2796,50 (ennamba),0,0,0
2797,60 (ennamba),0,0,0
2798,70 (ennamba),0,0,0
2799,80 (ennamba),0,0,0
2800,90 (ennamba),0,0,0
2801,11 (ennamba),0,0,0
2802,12 (ennamba),0,0,0
2803,21 (ennamba),0,0,0
2804,Amakumi abiri mu emu,0,0,0
2805,22 (ennamba),0,0,0
2806,Amakumi abiri mu bbiri,0,0,0
2807,13 (ennamba),0,0,0
2808,14 (ennamba),0,0,0
2809,15 (ennamba),0,0,0
2810,16 (ennamba),0,0,0
2811,17 (ennamba),0,0,0
2812,18 (ennamba),0,0,0
2813,19 (ennamba),0,0,0
2814,Buturuki,0,0,0
2815,Take,0,0,0
2816,100,0,0,0
2817,1000 (ennamba),0,0,0
2818,"1,000,000",0,0,0
2819,2000 (ennamba),0,0,0
2820,3000 (ennamba),0,0,0
2821,4000 (ennamba),0,0,0
2822,5000 (ennamba),0,0,0
2823,6000 (ennamba),0,0,0
2824,7000 (ennamba),0,0,0
2825,8000 (ennamba),0,0,0
2826,9000 (ennamba),0,0,0
2827,200 (ennamba),0,0,0
2828,300 (ennamba),0,0,0
2829,400 (ennamba),0,0,0
2830,500 (ennamba),0,0,0
2831,600 (ennamba),0,0,0
2832,700 (ennamba),0,0,0
2833,800 (ennamba),0,0,0
2834,900 (ennamba),0,0,0
2835,"20,000",0,0,0
2836,"10,000",0,0,0
2837,23 (ennamba),0,0,0
2838,23,0,0,0
2850,20,0,0,0
2851,30,0,0,0
2852,40,0,0,0
2853,50,0,0,0
2854,60,0,0,0
2855,70,0,0,0
2856,80,0,0,0
2857,90,0,0,0
2858,11,0,0,0
2859,12,0,0,0
2860,13,0,0,0
2861,14,0,0,0
2862,15,0,0,0
2863,16,0,0,0
2864,17,0,0,0
2865,18,0,0,0
2866,21,0,0,0
2867,19,0,0,0
2868,22,0,0,0
2870,200,0,0,0
2871,300,0,0,0
2872,400,0,0,0
2873,500,0,0,0
2874,600,0,0,0
2875,700,0,0,0
2876,800,0,0,0
2877,900,0,0,0
2887,10000 (ennamba),0,0,0
2888,20000 (ennamba),0,0,0
2889,1000000 (ennamba),0,0,0
2890,24 (ennamba),0,0,0
2891,24,0,0,0
2892,25 (ennamba),0,0,0
2893,25,0,0,0
2894,26,0,0,0
