page_id,interwiki_link
1782,si:User:Xandi
1782,sl:Uporabnik:Xandi
1782,sk:Redaktor:Xandi
1782,sq:User:Xandi
1782,sr:Корисник:Xandi
1782,st:User:Xandi
1782,su:Pamaké:Xandi
1782,sv:Användare:Xandi
1782,sw:User:Xandi
1782,ta:பயனர்:Xandi
1782,te:సభ్యుడు:Xandi
1782,tet:User:Xandi
1782,tg:Корбар:Xandi
1782,th:ผู้ใช้:Xandi
1782,tk:User:Xandi
1782,tl:User:Xandi
1782,tpi:User:Xandi
1782,tr:Kullanıcı:Xandi
1782,tt:Äğzä:Xandi
1782,tum:User:Xandi
1782,ty:User:Xandi
1782,tw:User:Xandi
1782,udm:Викиавтор:Xandi
1782,uk:Користувач:Xandi
1782,ur:صارف:Xandi
1782,uz:User:Xandi
1782,ve:User:Xandi
1782,vec:Utente:Xandi
1782,vi:user:Xandi
1782,vls:User:Xandi
1782,xal:Орлцач:Xandi
1782,xh:User:Xandi
1782,yi:באַניצער:Xandi
1782,yo:User:Xandi
1782,wa:Uzeu:Xandi
1782,war:User:Xandi
1782,wo:User:Xandi
1782,za:User:Xandi
1782,zh:User:Xandi
1782,zu:User:Xandi
1783,en:User:Malangali
1783,sw:User:Malangali
1785,en:User:Ice201
1785,fr:Utilisateur:Ice201
1785,is:Notandi:Ice201
1785,kk:User:Ice201
1785,lb:User:Ice201
1785,nl:Gebruiker:Ice201
1785,sg:User:Ice201
1823,WP:MOSNUM
1824,af:Sjabloon:Landtabel-mini-nl
1824,an:Template:Infobox País
1824,ar:Template:Infobox Country
1824,bg:Шаблон:Държава
1824,ca:Template:Taula d'estat
1824,cs:Šablona:Infobox stát
1824,cy:Nodyn:Gwybodlen Gwlad
1824,da:Skabelon:Infoboks land
1824,de:Vorlage:Infobox Staat
1824,el:Πρότυπο:Πληροφορίες Χώρας
1824,es:Plantilla:Infobox País
1824,fi:Malline:Valtion tiedot
1824,fr:Modèle:Pays
1824,he:תבנית:מדינה
1824,it:Template:Stato
1824,ja:Template:基礎情報 国
1824,ka:თარგი:ქვეყანა
1824,kn:ಟೆಂಪ್ಲೇಟು:Infobox ದೇಶ
1824,ko:Template:나라 정보
1824,ln:Template:Infobox Esé
1824,nl:Sjabloon:Landtabel
1824,nn:Mal:Infoboks land2
1824,no:Mal:Infoboks land
1824,pl:Szablon:PaństwoX
1824,pt:Predefinição:Info País
1824,ro:Format:CutieŢări
1824,rmy:Format:MoxtonThema
1824,ru:Шаблон:Страна
1824,sr:Шаблон:Кутијица за државе
1824,th:Template:Infobox Country
1824,tr:Şablon:Ülkeler
1824,vi:Tiêu bản:Tóm tắt về quốc gia
1824,zh:Template:Infobox Country
1825,bg:Шаблон:Esoteric
1825,cs:Šablona:Esoteric
1825,es:Plantilla:Esotérica
1825,eo:Ŝablono:Esotera
1825,fr:Modèle:Ésotérique
1825,ja:Template:複雑なテンプレート
1825,ka:თარგი:Esoteric
1825,ro:Format:Ezoteric
1825,sl:Predloga:Esoteric
1825,zh:Template:Esoteric
1837,af:Denemarke
1837,als:Dänemark
1837,ang:Denemearc
1837,ar:دانمارك
1837,an:Dinamarca
1837,ast:Dinamarca
1837,bn:ডেনমার্ক
1837,be:Данія
1837,bs:Danska
1837,br:Danmark
1837,bg:Дания
1837,ca:Dinamarca
1837,cv:Дани
1837,cs:Dánsko
1837,cy:Denmarc
1837,da:Danmark
1837,pdc:Denemarrick
1837,de:Dänemark
1837,arc:ܕܢܡܪܟ
1837,et:Taani
1837,el:Δανία
1837,en:Denmark
1837,es:Dinamarca
1837,eo:Danio
1837,eu:Danimarka
1837,fa:دانمارک
1837,fo:Danmark
1837,fr:Danemark
1837,fy:Denemark
1837,ga:An Danmhairg
1837,gv:Yn Danvarg
1837,gd:An Danmhairg
1837,gl:Dinamarca - Danmark
1837,ko:덴마크
1837,hy:Դանիա
1837,hi:डेनमार्क
1837,hr:Danska
1837,io:Dania
1837,ilo:Denmark
1837,id:Denmark
1837,ia:Danmark
1837,os:Дани
1837,is:Danmörk
1837,it:Danimarca
1837,he:דנמרק
1837,kl:Danmarki
1837,ka:დანია
1837,ks:Ḍēnamārka
1837,csb:Dëńskô
1837,kw:Danmark
1837,sw:Denmark
1837,ht:Dànmak
1837,ku:Danîmarka
1837,la:Dania
1837,lv:Dānija
1837,lt:Danija
1837,li:Daenemark
1837,hu:Dánia
1837,mk:Данска
1837,ms:Denmark
1837,na:Denmark
1837,nl:Denemarken
1837,ne:डेनमार्क
1837,ja:デンマーク
1837,no:Danmark
1837,nn:Danmark
1837,nrm:Dannemar
1837,oc:Danemarc
1837,ug:دانىيە
1837,pam:Denmark
1837,ps:ډېنمارک
1837,pms:Danimarca
1837,nds:Däänmark
1837,pl:Dania
1837,pt:Dinamarca
1837,ro:Danemarca
1837,qu:Danmarka
1837,ru:Дания
1837,se:Dánmárku
1837,sa:डेनमार्क
1837,sq:Danimarka
1837,scn:Danimarca
1837,sk:Dánsko
1837,sl:Danska
1837,sr:Данска
1837,sh:Danska
1837,fi:Tanska
1837,sv:Danmark
1837,tl:Denmark
1837,ta:டென்மார்க்
1837,tet:Dinamarka
1837,th:ประเทศเดนมาร์ก
1837,vi:Đan Mạch
1837,tg:Дания
1837,tr:Danimarka
1837,uk:Данія
1837,vo:Danän
1837,yi:דענמארק
1837,zh:丹麦
1846,en:User:Andre Engels
1846,nl:Gebruiker:Andre Engels
1847,nl:Gebruiker:Robbot
1910,da:
1910,de:
1910,en:
1910,es:
1910,fo:
1910,fr:
1910,is:
1910,it:
1910,kl:
1910,nl:
1910,ja:
1910,no:
1910,nn:
1910,pl:
1910,sg:
1910,se:
1910,fi:
1910,sv:
1918,eu:Lankide:TXiKi
1918,eu:Lankide eztabaida:TXiKi
1921,af:Kategorie:Gebruiker lg
1921,als:Kategorie:User lg
1921,am:Category:User lg
1921,ar:تصنيف:مستخدمون de
1921,ast:Categoría:Usuarios por idioma - Luganda
1921,gn:Categoría:User lg
1921,az:Kateqoriya:User lg
1921,be:Катэгорыя:User lg
1921,bs:Kategorija:Korisnik lg
1921,br:Rummad:Implijer lg
1921,ca:Categoria:Usuaris per idioma - Luganda
1921,cv:Категори:User lg
1921,cs:Kategorie:User lg
1921,co:Category:User lg
1921,cy:Categori:User lg
1921,da:Kategori:Brugere lg
1921,pdc:Category:Benutzer lg
1921,de:Kategorie:User lg
1921,el:Κατηγορία:Χρήστης lg
1921,es:Categoría:Usuarios por idioma - Luganda
1921,eo:Kategorio:Vikipediisto lg
1921,eu:Kategoria:Luganda (erabiltzaileak)
1921,fa:رده:User de
1921,fr:Catégorie:Utilisateur lg
1921,fy:Kategory:Meidogger/Taal lg
1921,fur:Categorie:Utent lg
1921,ga:Catagóir:Úsáideoir lg
1921,gl:Category:Usuario lg
1921,got:Category:Niutands lg
1921,ko:분류:사용자 lg
1921,hsb:Kategorija:User lg
1921,id:Kategori:User lg
1921,ia:Categoria:Usator lg
1921,is:Flokkur:Notandi lg
1921,it:Categoria:Utenti lg
1921,he:קטגוריה:User lg
1921,ka:კატეგორია:მომხმარებელი lg
1921,csb:Kategòrëjô:Brëkòwnik lg
1921,lad:Category:User lg
1921,lv:Kategorija:User lg
1921,lb:Category:User lg
1921,lt:Kategorija:User lg
1921,li:Categorie:Gebroeker lg
1921,hu:Kategória:User lg
1921,mi:Category:User lg
1921,mn:Category:User lg
1921,nah:Categoría:Usuarios ic tlahtōlli lg
1921,na:Category:User lg
1921,nl:Categorie:Gebruiker lg
1921,ja:Category:User lg
1921,no:Kategori:Bruker lg
1921,oc:Categoria:Utilizaire lg
1921,ug:Category:User lg
1921,nds:Kategorie:User lg
1921,pl:Kategoria:User lg
1921,pt:Categoria:Usuário lg
1921,ro:Categorie:Utilizator lg
1921,qu:Categoría:Ruwaq:lg
1921,ru:Категория:User lg
1921,sq:Category:User lg
1921,scn:Category:User lg
1921,sk:Kategória:User lg
1921,sl:Kategorija:Uporabnik lg
1921,sr:Категорија:Корисник lg
1921,su:Kategori:User lg
1921,fi:Luokka:User lg
1921,sv:Kategori:Användare lg
1921,ta:பகுப்பு:User lg
1921,th:หมวดหมู่:User lg
1921,vi:Thể loại:User lg
1921,tr:Kategori:User lg
1921,uk:Категорія:User lg
1921,uz:Category:User lg
1921,wa:Categoreye:Uzeus lg
1921,yi:קאַטעגאָריע:באַניצער lg
1921,zh:Category:lg 使用者
1925,bg:Шаблон:Вавилон
1925,ceb:Template:Babel
1925,de:Vorlage:Babel
1925,fr:Modèle:Babel
1925,jbo:Template:Babel
1925,id:Templat:Babel
1925,ko:틀:바벨
1925,ru:Шаблон:Babel
1925,zh:Template:Babel
1926,en:English language
1926,ang:Template:Brūcend en
1926,de:Vorlage:User en
1926,es:Plantilla:·Usuarios por idioma (en)
1926,eu:Txantiloi:·Hizkuntza (en)
1926,fr:Modèle:User en
1926,he:תבנית:User en
1926,jbo:Template:pilno en
1926,kn:ಟೆಂಪ್ಲೇಟು:User en
1926,lv:Veidne:User en
1926,mk:Шаблон:Корисник en
1926,nl:Sjabloon:Gebruiker en
1926,os:Шаблон:User en
1926,ru:Шаблон:User en
1926,sv:Mall:Användare en
1926,zh:Template:User en
1927,af:Kategorie:Gebruiker en-4
1927,als:Kategorie:User en-4
1927,am:Category:User en-4
1927,az:Kateqoriya:User en-4
1927,bs:Kategorija:Korisnik en-4
1927,bg:Категория:Потребител en-4
1927,ca:Categoria:Usuaris per idioma - English-4
1927,cs:Kategorie:User en-4
1927,da:Kategori:Brugere en-4
1927,de:Kategorie:User en-4
1927,eo:Kategorio:Vikipediisto en-4
1927,eu:Kategoria:Ingelesa aditu maila
1927,fa:رده:User en-4
1927,fr:Catégorie:Utilisateur en-4
1927,ga:Catagóir:Úsáideoir en-4
1927,gl:Category:Usuario en-4
1927,ko:분류:사용자 en-4
1927,hsb:Kategorija:User en-4
1927,id:Kategori:User en-4
1927,ia:Categoria:Usator en-4
1927,it:Categoria:Utenti en-4
1927,he:קטגוריה:User en-4
1927,ka:კატეგორია:მომხმარებელი en-4
1927,ku:Kategorî:User en-4
1927,la:Categoria:Usor en-4
1927,lv:Kategorija:User en-4
1927,lb:Category:User en-4
1927,lt:Kategorija:User en-4
1927,li:Categorie:Gebroeker en-4
1927,hu:Kategória:User en-4
1927,nl:Categorie:Gebruiker en-4
1927,ja:Category:User en-4
1927,no:Kategori:Bruker en-4
1927,oc:Categoria:Utilizaire en-4
1927,ug:Category:User en-4
1927,pap:Category:User en-4
1927,nds:Kategorie:User en-4
1927,pl:Kategoria:User en-4
1927,pt:Categoria:Usuário en-4
1927,ru:Категория:User en-4
1927,sco:Category:User en-4
1927,sq:Category:User en-4
1927,sk:Kategória:User en-4
1927,sl:Kategorija:Uporabnik en-4
1927,sr:Категорија:Корисник en-4
1927,fi:Luokka:User en-4
1927,sv:Kategori:Användare en-4
1927,th:หมวดหมู่:User en-4
1927,vi:Thể loại:User en-4
1927,tr:Kategori:User en-4
1927,uk:Категорія:User en-4
1927,zh:Category:En-4 使用者
1928,de:Vorlage:User zh-4
1928,zh:Template:User zh-4
1929,cs:Wikipedista:JAn Dudík
1929,cs:Wikipedista:JAnDbot
1934,en:Category:Language user templates
1934,fr:Catégorie:Langue pour les boîtes utilisateurs
1934,lv:Kategorija:Valodu lietotāju veidnes
1935,En:
1935,en:user talk:Picaroon9288
1935,am:User:Picaroon9288
1935,de:Benutzer:Picaroon9288
1935,en:User:Picaroon9288
1935,es:Usuario:Picaroon9288
1935,fr:Utilisateur:Picaroon9288
1935,nl:Gebruiker:Picaroon9288
1935,sv:Användare:Picaroon9288
1935,yo:User:Picaroon9288
1936,en:User talk:Picaroon9288
1940,da:Skabelon:Gjort
1942,ab: Участник:Kelovy
1942,aa: User:Kelovy
1942,af:Gebruiker:Kelovy
1942,ak: User:Kelovy
1942,als:Benutzer:Kelovy
1942,am:User:Kelovy
1942,ang: User:Kelovy
1942,ar: مستخدم:Kelovy
1942,an:Usuario:Kelovy
1942,frp:User:Kelovy
1942,as: User:Kelovy
1942,ast:Usuariu:Kelovy
1942,arc: User:Kelovy
1942,av: Участник:Kelovy
1942,gn: Usuario:Kelovy
1942,ay: Utilisateur:Kelovy
1942,az: İstifadəçi:Kelovy
1942,bg:Потребител:Kelovy
1942,id:Pengguna:Kelovy
1942,ms:Pengguna:Kelovy
1942,bug: User:Kelovy
1942,bm:Utilisateur:Kelovy
1942,ba: Ҡатнашыусы:Kelovy
1942,jv:Panganggo:Kelovy
1942,su:Pamaké:Kelovy
1942,bn: ব্যবহারকারী:Kelovy
1942,be:Удзельнік:Kelovy
1942,bh: User:Kelovy
1942,bi: User:Kelovy
1942,bar: Benutzer:Kelovy
1942,bpy: আতাকুরা:Kelovy
1942,bo: User:Kelovy
1942,bs:Korisnik:Kelovy
1942,br:Implijer:Kelovy
1942,bxr: User:Kelovy
1942,ca:Usuari:Kelovy
1942,ceb:User:Kelovy
1942,co: User:Kelovy
1942,xal: Орлцач:Kelovy
1942,ch:User:Kelovy
1942,tum:User:Kelovy
1942,sn: User:Kelovy
1942,chr:User:Kelovy
1942,cho: User:Kelovy
1942,za:User:Kelovy
1942,cy:Defnyddiwr:Kelovy
1942,cv:Хутшăнакан:Kelovy
1942,cs:Wikipedista:Kelovy
1942,da:Bruger:Kelovy
1942,pdc: User:Kelovy
1942,de:Benutzer:Kelovy
1942,nv:Choinish'įįhí:Kelovy
1942,dv: User:Kelovy
1942,dz: User:Kelovy
1942,et:Kasutaja:Kelovy
1942,na:User:Kelovy
1942,en:User:Kelovy
1942,es:Usuario:Kelovy
1942,eo:Vikipediisto:Kelovy
1942,eu:Lankide:Kelovy
1942,to: User:Kelovy
1942,fa: کاربر:Kelovy
1942,fo:Brúkari:Kelovy
1942,fr:Utilisateur:Kelovy
1942,fy:Meidogger:Kelovy
1942,ff: User:Kelovy
1942,fur:Utent:Kelovy
1942,ki: User:Kelovy
1942,gv:User:Kelovy
1942,ga:Úsáideoir:Kelovy
1942,gd:User:Kelovy
1942,gl:User:Kelovy
1942,glk:User:Kelovy
1942,got: User:Kelovy
1942,gu:User:Kelovy
1942,ha:User:Kelovy
1942,haw:User:Kelovy
1942,hi: सदस्य:Kelovy
1942,hsb:User:Kelovy
1942,hr:Suradnik:Kelovy
1942,hy: User:Kelovy
1942,ia: Usator:Kelovy
1942,ig: User:Kelovy
1942,rw:User:Kelovy
1942,io:User:Kelovy
1942,ilo:User:Kelovy
1942,ie:User:Kelovy
1942,ik:User:Kelovy
1942,iu:User:Kelovy
1942,os:Архайæг:Kelovy
1942,xh: User:Kelovy
1942,is:Notandi:Kelovy
1942,it:Utente:Kelovy
1942,he: משתמש:Kelovy
1942,ja: 利用者:Kelovy
1942,yi:באַניצער:Kelovy
1942,kl: User:Kelovy
1942,kn: ಸದಸ್ಯ:Kelovy
1942,ka: მომხმარებელი:Kelovy
1942,pam:User:Kelovy
1942,rw: User:Kelovy
1942,km: User:Kelovy
1942,kg:User:Kelovy
1942,kw:User:Kelovy
1942,kk:User:Kelovy
1942,ks: User:Kelovy
1942,csb:Brëkòwnik:Kelovy
1942,sw:User:Kelovy
